No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	"신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)에서 교통사고로 오른쪽 다리를 다친 경우 장해급여금 지급률 판단 기준은 다음과 같습니다:\n\n1. 한 다리의 3대 관절 중 하나에 기능장해가 생기고 다른 관절 하나에 기능장해가 발생한 경우, 지급률은 각각 적용하여 합산합니다.  \n2. 1하지(다리와 발가락)의 후유장해 지급률은 원칙적으로 각각 합산하되, 지급률은 60%를 한도로 합니다.  \n\n(출처: 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, ""다. 지급률의 결정"")"	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md	1) 두 다리의 발목 이상을 잃었을 때                                                                    100\n2) 한 다리의 발목 이상을 잃었을 때                                                                      60\n3) 한 다리의 3대 관절 중 관절 하나의 기능을 완전히 잃었을 때                                    30\n4) 한 다리의 3대 관절 중 관절 하나의 기능에 심한 장해를 남긴 때                                20\n5) 한 다리의 3대 관절 중 관절 하나의 기능에 뚜렷한 장해를 남긴 때                             10\n6) 한 다리의 3대 관절 중 관절 하나의 기능에 약간의 장해를 남긴 때                               5\n7) 한 다리에 가관절이 남아 뚜렷한 장해를 남긴 때                                                    20\n8) 한 다리에 가관절이 남아 약간의 장해를 남긴 때                                                    10\n9) 한 다리의 뼈에 기형을 남긴 때                                                                           5\n10) 한 다리가 5cm 이상 짧아지거나 길어진 때                                                          30\n11) 한 다리가 3cm 이상 짧아지거나 길어진 때                                                          15\n12) 한 다리가 1cm 이상 짧아지거나 길어진 때                                                           5	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	부분일치	60	일치	100	부분일치	68	부분일치 68%	Response는 장해급여금 지급률 판단 기준에 대해 일부 정보를 제공했으나, 정답에 명시된 구체적인 지급률 기준(예: 100%, 60%, 30% 등)과 세부 조건을 모두 포함하지 않았습니다. Context는 기대 문서명과 정확히 일치합니다.
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	"신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드는 ""국내고배당주식형""과 ""유럽주식형""입니다.  \n\n- **국내고배당주식형**: 배당성향이 높은 주식(코스닥 주식 등 포함) 및 주식관련파생상품 등에 펀드순자산의 70% 이상 투자.  \n- **유럽주식형**: 유럽지역의 배당성향이 높은 주식 등에 투자하는 집합투자증권에 자산의 50% 이상 투자.  \n\n출처: `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf`, 제15조 펀드의 유형."	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md	국내고배당주식형\n\n---> 해당 펀드 포함 답변 시 정답	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	부분일치	80	일치	100	부분일치	84	부분일치 84%	정답에 해당하는 '국내고배당주식형' 펀드는 포함되었으나, 추가로 언급된 '유럽주식형' 펀드는 정답에 명시되지 않아 과도한 정보가 포함되었습니다. Context는 기대 문서명과 일치합니다.
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 발생되는 기타 비용으로는 다음과 같은 항목이 있습니다:  \n\n1. **계약관리비용 중 기타비용** (특약이 부가된 경우 특약의 계약관리비용 중 기타비용 포함) - [특별계정 투입보험료, 기본보험료 부분 관련](038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 특별계정 투입보험료).  \n2. **특별계정 자산에서 인출되는 비용**:\n   - 자본시장과 금융투자업에 관한 법률에 따른 보수 및 수수료.\n   - 회계감사비용, 채권평가비용, 유가증권 매매수수료 등.  \n   - 단, 자산운용 보고서를 작성·제공하는 데 드는 비용은 회사가 부담.  \n   - [제20조 특별계정의 제비용 및 보수에 관한 사항](038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md).	030-산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf-1.md, 003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md	회사는 자본시장과금융투자업에 관한 법률 제188조에 따라 보수, 그 밖의 수수료와 동업 시행령 제265조에 따라 회계감사비용, 채권평가비용 및 유가증권 매매수수료 등을 특별계정 자산에서 인출하여 부담합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, 관련 문서도 기대 문서와 일치합니다.
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	2022년도 건강보험 진료 통계 기준으로 백내장(H25)으로 입원 치료를 받은 사람의 인당 진료비는 1,727,369원입니다. (출처: 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 다빈도상병별현황(단위_명, 원, 일)_2022)	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 별첨2_분류표_20240401_v1.3.pdf.md	건강보험진료통계-다빈도상병별현황_2022.xlsx\n\n1727369	건강보험진료통계-다빈도상병별현황_2022.xlsx	일치	100	일치	100	일치	100	일치	응답이 정답의 핵심 내용과 정확히 일치하며, 제공된 문서도 기대 문서명과 일치합니다.
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	"2018년부터 2022년까지의 요양급여비용 증감 추이는 다음과 같습니다.  \n\n- 2018년: 779,141억 원  \n- 2019년: 857,938억 원  \n- 2020년: 868,339억 원  \n- 2021년: 934,984억 원  \n- 2022년: 1,029,770억 원  \n\n이 데이터를 기반으로 그래프를 그리면, 요양급여비용은 매년 꾸준히 증가하는 추세를 보이고 있습니다. (출처: ""건강보험진료통계-입원외래별청구현황_2022.xlsx.md"", ""입원외래별청구현황_2022"")"	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md	건강보험진료통계-입원외래별청구현황_2022.xlsx\n\n꾸준히 증가중이라는 내용이 포함되면 됨\n요양급여비용 전체인지 입원인지 특정하지 않았으므로 전체가 정답	건강보험진료통계-다빈도상병별현황_2022.xlsx	일치	100	부분일치	50	부분일치	90	부분일치 90%	답변은 정답과 일치하며, 요양급여비용의 증감 추이를 정확히 제공하고 꾸준히 증가한다는 점도 언급했습니다. 그러나 실제 Context 문서명은 기대 문서명과 일부만 일치합니다.
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	"신한 SOL라이프 앱에서 한도 증액을 하려면 다음 단계를 따르세요:  \n\n1. 신한 SOL라이프 앱에 접속합니다.  \n2. 전체메뉴(≡)로 이동합니다.  \n3. ""고객정보관리"" > ""내 계약관리"" > ""출금한도변경신청""을 선택합니다.  \n4. 증액 신청 시에는 보안매체(타기관 OTP 또는 모바일 OTP)와 신분증이 필요합니다.  \n\n출처: ""007-300138_라이프앱가능업무.docx-1.md"", ""1. 신한 SOL라이프 앱 이용방법"" 및 ""⑤ 고객정보관리"" 섹션."	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300138_라이프앱가능업무.docx\n\n신한SOL라이프앱 한도증액은 신한SOL라이프앱 전체메뉴에서 \n고객정보관리 선택하고  내 계약관리 선택해서  출금한도변경신청 메뉴에서 신청 하시면 됩니다.\n한도증액시에는 보안매체1(타기관OTP 또는 모바일OTP)와\n신분증이 필요합니다.\n\n보안매체를 보유하고 있는경우는 지급업무 출금한도를 \n일/월 최대 5억 까지 증액 가능합니다.\n보안매체가 없는경우에는 지급업무 출금한도를\n일/월 최대 3천만원까지 증액 가능합니다.	300138_라이프앱가능업무.docx	부분일치	85	일치	100	부분일치	88	부분일치 88%	Response는 한도 증액 방법과 필요한 서류를 정확히 설명했으나, 보안매체 보유 여부에 따른 한도 차이에 대한 정보가 누락되었습니다. Context는 기대 문서명을 포함하고 있어 일치합니다.
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	"신한 SOL라이프 앱에서 제지급 시 금액별 인증 방법은 다음과 같습니다:\n\n1. **기본 인증 수단**: 휴대폰, 신용카드, 카카오페이, 보안(OPT)카드, 비밀번호.  \n2. **신분증 인증**: 주민등록증, 운전면허증, 외국인등록증.  \n3. **추가 탐색 정보**: Email, 피보험자 및 수익자의 성명 또는 생년월일, 상품명, 자동이체 은행 또는 신용카드 회사, 납입방법(자동이체가 아닌 경우), 이체일자, 보험료, 상품종류, 유지건수, 보험계약번호.\n\n출처: `011-300227_계약사항 변경 업무기준 요약표.docx-1.md`, ""1. 계약변경 고객센터 처리 기준 (변경 차액 발생건)"" 섹션."	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 009-300197_제지급_우편.docx-1.md	300138_라이프앱가능업무.docx\n\n지급금액별 인증방법은 \n3천만원 이하시에는 신한라이프인증 전자서명이 필요하고,\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 SMS인증이 필요합니다.\n\n3천만원초과 1억원 이하시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증이 필요합니다.\n\n1억원초과시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증과 신분증인증이 필요합니다.\n\n(BEST)\n신분증은 운전면허증, 주민등록증, 외국인등록증 이 \n가능하며 사진촬영하여 인증하게 됩니다.	300138_라이프앱가능업무.docx	불일치	0	부분일치	50	불일치	10	불일치	Response는 금액별 인증 방법을 명확히 설명하지 않았으며, 정답과 다른 정보를 제공했습니다. Context는 일부 관련 문서를 포함하지만, 기대 문서명과 완전히 일치하지 않습니다.
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	"계약자가 사망한 경우 계약자 변경 절차는 다음과 같습니다.  \n\n**공통 서류:**  \n1. 계약내용변경·정정신청서 (상단에 '사망승계' 표기, 변경 전 계약자란에 사망한 계약자 이름 기재 후 변경 후 대표계약자의 인감날인).  \n2. 대표수익자 지정 및 계약변경 동의서 (대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명).  \n3. 계약자(사망자) 기준의 기본증명서(사망사실확인용, 상세).  \n4. 계약자(사망자)의 가족관계증명서(상속인 전원과의 관계확인용, 상세).  \n5. 대표계약자 및 상속인 각각의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n6. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서.  \n7. 변경 후 계약자 신분증 사본.  \n\n**조건부 추가 서류:**  \n- 상속인 중 미성년자가 있는 경우:  \n  a. 미성년자 기준의 기본증명서(상세) 및 가족관계증명서(상세).  \n  b. 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n- 상속인 중 2007.12.31 이전에 사망한 경우: 제적등본 추가.  \n- 피보험자가 미성년자인 경우:  \n  a. 미성년자 기준의 기본증명서(상세) 및 가족관계증명서(상세).  \n  b. 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n\n**접수 방법:**  \n- 내방, 우편, 또는 FC방문 접수 가능.  \n- 내방 시 대표계약자 신분증 지참 필수.  \n\n출처: ""012-300233_계약관계자변경.docx-1.md"", ""4. 계약자 변경 _ 사망승계""."	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300233_계약관계자변경.docx\n\n우편접수와 내방하여 변경처리가 가능합니다.\n우편접수시에는\n① 계약내용변경.정정신청서\n(중간생략)\n상속인 전원 서류 검토 후 유선녹취여부 판단 후 진행결정되고,  본인서명사실확인서 첨부 시에는 신청서상 서명과 동일한 서명이어야 하며 필수적으로 '회사명, 용도' 정확히 기재되어야합니다.\n내방접수시에는\n① 내방하는 대표계약자 신분증 지참\n(중간생략)\n계약관계자 (변경전/후 계약자, 피보험자) 중 미성년자가 포함 되어 있는 계약은 ① 미성년자의 친권자 부/모 인감증명서+인감도장 또는 본인서명사실확인서+서명\n ② 미성년자 기준의 기본증명서(상세)+가족관계증명서(상세)\n    ■ 친권자 중 2007.12.31. 이전에 사망한 경우 제적등본 추가 필요하며, \n미내방 상속인 전원 유선녹취가 필요합니다.\n본인서명사실확인서 첨부 시 신청서상 서명 동일 및 필수적으로 '회사명, 용도, 수임인'이 정확히 기재 해야하며, \n당사 양식인 계약내용변경정정신청서에 본인서명사실확인서와 동일한 서명으로 미리 작성해야 합니다.	300233_계약관계자변경.docx	일치	100	일치	100	일치	100	일치	Response는 계약자 사망 시 계약자 변경 방법에 대해 필요한 서류와 절차를 정확히 설명하고 있으며, 기대 문서명과도 일치합니다.
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	"계약자 변경으로 내방할 경우 필요한 서류는 상황에 따라 다릅니다.  \n\n**공통 서류:**  \n1. 변경 전 계약자 및 변경 후 계약자의 신분증  \n2. 계약내용변경·정정신청서 (변경 후 계약자 확인란 작성 및 서명)  \n\n**조건부 추가 서류:**  \n- **변경 전 계약자가 내방하지 않는 경우:**  \n  - 변경 전 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n- **변경 후 계약자가 내방하지 않는 경우:**  \n  - 변경 후 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n- **피보험자가 미성년자인 경우:**  \n  - 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세)  \n  - 친권자 전원의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n\n추가적으로, 대출 승계 건이 포함된 경우나 특정 조건이 있는 경우 추가 서류가 요구될 수 있습니다. 자세한 내용은 계약 상황에 따라 달라지므로, 관련 세부 사항을 확인하시기 바랍니다.  \n(출처: `012-300233_계약관계자변경.docx-1.md`, ""계약자 변경 구비서류"")"	012-300233_계약관계자변경.docx-1.md	300233_계약관계자변경.docx\n\n변경 전후 계약자와 피보험자가 모두 방문시에는 \n신분증지참하시면 되고, \n피보험자가 미성년자인 경우는 미성년자 기준 상세기본증명서와 상세 가족관계증명서를 지참하시면 됩니다.\n\n변경전계약자만 방문시에는\n(중간생략)\n\n변경후계약자가 방문시에는\n(중간생략)\n\n대리인이 내방시에는\n(이하생략)	300233_계약관계자변경.docx	일치	100	일치	100	일치	100	일치	Response는 계약자 변경 시 필요한 서류를 상황별로 상세히 설명하며, 정답의 핵심 내용을 충실히 포함하고 있습니다. Context 문서명도 기대 문서명과 정확히 일치합니다.
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	법인계약의 경우 자동이체 변경 및 해지가 가능합니다. 자동이체 계좌 변경 시 필요한 서류는 다음과 같습니다:  \n\n1. 사업자등록증 사본  \n2. 담당자 신분증 사본 (근무부서 및 연락처 기재) + 재직증명서 (명함 또는 건강보험증으로 대체 가능)  \n3. 자동이체 통장 사본 (변경대상 건 인적사항 및 계약사항 기재)  \n\n자동이체 해지의 경우, 계약건과 계좌번호를 유선으로 확인 후 해지 처리할 수 있으며, 통장 사본 팩스 수신은 제외됩니다.  \n\n근거 문서: `010-300200_법인계약 고객센터 상담 기준.docx-1.md`, 섹션 `4. 법인계약 상담유형 및 구비서류`.	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300200_법인계약 고객센터 상담 기준.docx\n\n네 가능합니다.\n자동이체 계좌 변경시에는 사업자등록증 사본, 담당자 신분증사본과 재직증명서와 자동이체 통장사본이 필요합니다.\n\n재직증명서는 명함 또는 건강보험증으로 대체가 가능하고\n통장사본을 보내실때에는 변경대상건의 인적사항과 \n계약사항을 기재하시고 제출하셔야 합니다.\n\n자동이체 통장사본이 개인사업자계좌로 등록시에는 개설할때 등록한 주민번호 또는 사업자번호로 등록 가능하며,\n\n자동이체 해지시에는 계약건과 계좌번호를 유선확인후 해지처리가 가능합니다. \n이때 통장사본은 팩스로 수신하지 않아도 됩니다.	300200_법인계약 고객센터 상담 기준.docx	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 조건, 필요 서류, 예외사항을 모두 충실히 포함하고 있으며, 실제 Context 문서도 기대 문서명과 정확히 일치합니다.
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자인 계약자의 제지급 요청 시 필요한 서류에 대한 명확한 정보는 제공된 문서에서 확인되지 않습니다. 추가적인 세부 정보가 필요합니다.	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md	300197_제지급_우편.docx\n\n법정대리인이 내방하거나 우편접수,FC접수로 업무가 가능합니다.\n\n법정대리인은 친권자 또는 미성년후견인으로 내방시\n\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며, 미내방친권자는 녹취확인 하여야 합니다.\n\n500만원 초과시에는\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며,  미내방 친권자의 자필작성과 인감날인된 위임장과 인감증명서 또는  자필작성과 서명이된 위임장과 본인서명사실확인서를 지참하여야 하고 미내방친권자의 녹취확인 하여야 합니다.\n\n우편접수시에는 (이하생략)	300197_제지급_우편.docx	불일치	0	일치	100	부분일치	20	부분일치 20%	응답이 질문에 대한 구체적인 답변을 제공하지 못했으며, 필요한 서류에 대한 정보를 전혀 언급하지 않았습니다. 그러나 제공된 Context는 기대 문서명과 일치합니다.
60	해약방어 제외 대상 알려줘.	"제공된 문서들에서 ""해약방어 제외 대상""에 대한 구체적인 정보는 확인되지 않습니다. 추가적인 정보를 제공해 주시면 답변을 도와드릴 수 있습니다."	014-301125_해약방어상담매뉴얼.docx-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	301125_해약방어상담매뉴얼.docx\n\n해약방어 제외대상은 \n다건고객(24회이하 & 25회이상 계약) 이면서 수금FC가 동일건은 전건 점포고객터치건,\n지점 콜백을 통한 해약요청건,\n해약 요청시 해약사유가 당사 재가입인 경우(신규청약이 있는 경우 청약철회일까지 대상제외),\n해약방어 접수관련 불만고객 또는 사전예방 접수고객, \n설계사 가족계약 건으로 수금방법이 설계사 급여이체인 경우, \n당사 임직원 및 설계사 계약, \n금융정보보호 대상 고객,\n분납부활 진행 건, \n압류, 파산, 개인회생, 신용회복 등의 사유로 인한 해약 시, \n외국인 본국 귀국 시,\n이혼관련 해약시,\n지급정지 Y인 계약,\n이민한 경우 입니다.	301125_해약방어상담매뉴얼.docx	불일치	0	일치	100	불일치	20	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 정답과 관련된 핵심 정보를 전혀 포함하지 않았습니다. 그러나 Context는 기대 문서명을 포함하고 있습니다.
61	청약철회 가능기간 알려줘.	청약철회 가능기간은 일반적으로 보험증권을 받은 날부터 15일 이내입니다. 그러나 보험증권을 받은 날부터 15일이 청약한 날부터 30일을 초과하는 경우에는 청약한 날부터 30일까지 가능합니다. 또한, 만 65세 이상 계약자가 체결한 통신판매 계약의 경우에는 청약철회 가능기간이 청약한 날부터 45일까지로 연장됩니다. (출처: 문서 004-000, 사례1 및 사례2)	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 009-300197_제지급_우편.docx-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md	300060_고객센터 청약철회 업무처리기준.docx\n\n청약한 날 또는 1회보험료 납입일로부터 30일 이내입니다\n\n청약철회 종료일이 주말 및 공휴일인 경우 익영업일까지\n처리가 가능하며, \n\n통신판매 및 인터넷 직접 가입건에 한하여 계약자가 만 65세이상인 경우는 45일이내에 청약철회 가능합니다.\n\n단, 당일계약건은 고객센터에서 처리불가하며 지점에서 청약취소로 가능합니다.	301125_해약방어상담매뉴얼.docx	부분일치	85	부분일치	50	부분일치	78	부분일치 78%	응답은 청약철회 가능기간에 대한 주요 정보를 포함하고 있으나, '1회보험료 납입일로부터 30일 이내'라는 조건이 누락되었고, 주말 및 공휴일 처리 예외사항도 언급되지 않았습니다. 또한, 기대 문서명과 실제 문서명이 일부 일치하지 않습니다.
62	신한금융플러스 영업지원파트장 이름 알려줘.	신한금융플러스 영업지원파트장의 이름은 정주현입니다. (출처: 015-301221_DB사업그룹 제휴채널 조직 현황.docx-1, DB사업그룹 제휴채널 조직 현황)	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 015-301221_DB사업그룹 제휴채널 조직 현황.docx-1.md	301221_DB사업그룹 제휴채널 조직 현황.docx\n\n영업지원파트장은 정주현 입니다	301125_해약방어상담매뉴얼.docx	일치	100	부분일치	50	부분일치	90	부분일치 90%	답변은 정확히 일치하지만, 실제 Context에 기대 문서명이 포함되지 않아 부분일치로 평가됩니다.
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 다음과 같습니다:  \n\n1. **VOC 접수 처리 방식**  \n   - 고객센터는 고객 요청 사항을 접수만 가능하며, VOC 등록 후 업무는 VOC 처리기관에서 진행됨을 안내해야 합니다.  \n   - FC 변경 접수 가능한 계약은 먼저 FC 변경을 입력하고, 접수 불가한 계약만 VOC로 등록해야 합니다.  \n\n2. **VOC 접수 경로**  \n   - 모집 > 청약철회 > 청약철회요구 경로를 통해 접수하며, 요구사항란에 고객센터 지급처리 불가 사유 등 요청 내용을 명확히 기재해야 합니다.  \n\n3. **기타 유의사항**  \n   - 지역별 FC 배정이 아니므로 입력 및 안내 시 주의가 필요합니다.  \n\n출처:  \n- [006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 3. 계약자 미성년자인 경우 청약철회 기준]  \n- [008-300155_고객센터 FC변경 접수방법.docx-1.md, 고객센터 FC변경 접수방법]	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300155_고객센터 FC변경 접수방법.docx OR\n300060_고객센터 청약철회 업무처리기준.docx\n\n접수시: 유지> 수금관리> 수금사원(FC)변경관련 불편사항, 대표증번의 수금지점으로 자동반영되며,\n\n고객센터는 고객요청 사항을 접수만 가능, VOC등록 후 업무는 VOC처리기관에서 진행됨을 안내 바랍니다.\n\nVOC 접수시, FC변경 접수 가능한 계약은 FC변경 먼저 입력하고 접수 불가한 계약만 VOC 등록 바랍니다.	300155_고객센터 FC변경 접수방법.docx OR\n300060_고객센터 청약철회 업무처리기준.docx	부분일치	75	일치	100	부분일치	80	부분일치 80%	Actual Response는 VOC 접수 시 유의사항을 대부분 포함하고 있으나, 일부 세부 조건 및 설명이 누락되었거나 약간 다르게 표현되었습니다. Context는 기대 문서명을 정확히 포함하고 있습니다.
64	FS증액의 증액 가능 한도를 알려줘.	"FS증액보험료와 관련하여, 보험가입금액 증액은 불가능합니다. 이는 ""011-300227_계약사항 변경 업무기준 요약표.docx-1.md"" 문서의 ""1. 계약사항 변경 업무 종류"" 섹션에서 명시된 내용입니다."	011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md	300227_계약사항 변경 업무기준 요약표.docx\n\n특약보험료를 제외한 직전 보험년도 평균납입보험료의 30% 이내에서 증액이 가능하며, \n월보험료 최대 100만원 한도이며,  2004.2.8일 이전계약은 별도 증액한도가 없으며, 2004.2.9~2011.3.31일까지 계약은 주계약보험료의 100% 까지 증액 가능합니다.	300227_계약사항 변경 업무기준 요약표.docx	불일치	0	일치	100	부분일치	20	부분일치 20%	Response는 FS증액의 증액 가능 여부를 부정하며, 실제로는 특정 조건 하에서 증액이 가능하다는 정답과 상반됩니다. 그러나 Context는 기대 문서명을 정확히 포함하고 있습니다.
